id,candidato,criado em,texto,sentimento
1129,Bolsonaro,Mon Aug 22 23:59:39 +0000 2022,Alguém explica pra esse Sr q eu não qro saber o q acontece na Alemanha. Eu moro no Brasil.... foda-se a Alemanha. #BolsonaroNoJN,
1130,Bolsonaro,Mon Aug 22 23:59:39 +0000 2022,"Agora está no jornal nacional tem a presença ilustre do maior MENTIROSO desse Brasil , ele mente na maior cara de p… https://t.co/ZHDKueztnd",
1131,Bolsonaro,Mon Aug 22 23:59:39 +0000 2022,"Como já vimos e era de esperar 0 profissionalismo dos apresentadores do JN, interrompem o candidato a todo momento,… https://t.co/4AVwLmYWaM",
1132,Bolsonaro,Mon Aug 22 23:59:39 +0000 2022,"B: com que propósito mesmo não entendi?
JB: cumprir a lei
B: entendi

😎

#BolsonaroNoJN",
1133,Bolsonaro,Mon Aug 22 23:59:38 +0000 2022,"O mundo inteiro pegando fogo e o culpado é o Brasil. Hahahahaha
#BolsonaroReeleito #Bolsonaro22 #BolsonaroNoJN #BolsonaroNoJornalNacional",
1134,Bolsonaro,Mon Aug 22 23:59:38 +0000 2022,"Sério, tá lindo pqp Renata e Bonner tão servindo e jantando lindamente #JornalNacional #lixonoJN #BolsonaroNoJN https://t.co/wZf0yeXn7w",
1135,Bolsonaro,Mon Aug 22 23:59:38 +0000 2022,Bolsonaro é um completo vazio. Não sai nada de lá. Tudo que faz é tentar redirecionar o questionamento para outros.… https://t.co/7z4psHE8px,
1136,Bolsonaro,Mon Aug 22 23:59:38 +0000 2022,O semblante de assustada da Renata Vasconcellos de não estar acreditando que está sendo obrigada a ouvir tanto absu… https://t.co/tC3kjBhXyG,
1137,Bolsonaro,Mon Aug 22 23:59:37 +0000 2022,"Como que essa merda ainda está no ar??
#BolsonaroNoJN
#GloboLixo",
1138,Bolsonaro,Mon Aug 22 23:59:37 +0000 2022,"VELHO DESGRAÇADO
PAU NO CU 
CARA NOJENTO 
FILHO DA PUTAAAAA
MENTIROSO 
NOJOO
#BolsonaroNoJN https://t.co/iywP8ryauZ",
1139,Bolsonaro,Mon Aug 22 23:59:37 +0000 2022,lembrando quando essa anta disse que a amazônia é a mesma desde 1500 #BolsonaroNoJN,
1140,Bolsonaro,Mon Aug 22 23:59:37 +0000 2022,Eles estão entrevistando ou atacando? #BolsonaroNoJN,
1141,Bolsonaro,Mon Aug 22 23:59:37 +0000 2022,@kimpaim O tio interrompe toda hora o Presidente @jairbolsonaro #BolsonaroNoJN #BolsonaroReeleitoEm2022,
1142,Bolsonaro,Mon Aug 22 23:59:37 +0000 2022,@camilabomfim Não podemos assistir calados ao nosso país virar cinzas. As atitudes e palavras do governo Bolsonaro… https://t.co/fP3zSZ3eCt,
1143,Bolsonaro,Mon Aug 22 23:59:37 +0000 2022,qnd tu vê o PRESIDENTE do PAÍS não entender a importância da Amazônia e comparar com outros biomas de outros países… https://t.co/6qPeDKJET0,
1144,Bolsonaro,Mon Aug 22 23:59:37 +0000 2022,Vergonha alheia #BolsonaroNoJN,
1145,Bolsonaro,Mon Aug 22 23:59:36 +0000 2022,"O #BolsonaroNoJN só demonstra de maneira explícita o que ele é: um incompetente para a função que ocupa.
É digno de… https://t.co/HkhjkCszjx",
1146,Bolsonaro,Mon Aug 22 23:59:36 +0000 2022,#BolsonaroNoJN Cumpriu8a lei @_BonnerOficial,
1147,Bolsonaro,Mon Aug 22 23:59:36 +0000 2022,"@Cecillia Cumprir a lei 😂😂😂😂
Quem escuta pensa que realmente #BolsonaroNoJN é um cumpridor de leis",
1148,Bolsonaro,Mon Aug 22 23:59:36 +0000 2022,"Que ser completamente degenerado. Uma verdadeira brotoeja humana. 

#BolsonaroNoJN #BolsonaroMentiroso #MentirosoNoJN",
1149,Bolsonaro,Mon Aug 22 23:59:36 +0000 2022,Eu tô me sentindo num jogo da discórdia que nem no BBB e a tchutchuca do centrão tá sendo macetada #BolsonaroNoJN,
1150,Bolsonaro,Mon Aug 22 23:59:35 +0000 2022,Renata e Bonner seguem em frente em todas as perguntas visto que o Bolsonaro não responde nenhuma #BolsonaroNoJN #JornalNacional #JN,
1151,Bolsonaro,Mon Aug 22 23:59:35 +0000 2022,"Vamos falar de política candidato? Bonner, William #BolsonaroNoJN",0
1152,Bolsonaro,Mon Aug 22 23:59:35 +0000 2022,Cadê o vídeo do #BolsonaroNoJN imitando pacientes com falta de ar????? #TchuthucaDoCentrao #MentirosoNoJN,
1153,Bolsonaro,Mon Aug 22 23:59:35 +0000 2022,@Vandersonrealbr quero saber o que ta escrito kkk #bolsonaronojn,
1154,Bolsonaro,Mon Aug 22 23:59:35 +0000 2022,É impressão minha ou o candidato #BolsonaroNoJN não responde nada do que é perguntado? #JornalNacional,
1155,Bolsonaro,Mon Aug 22 23:59:35 +0000 2022,Mude de canal quando terminar a entrevista #BolsonaroNoJN #BolsonaroReeleitoEm2022 https://t.co/qDvxrqqk0c,
1156,Bolsonaro,Mon Aug 22 23:59:35 +0000 2022,O tombo vai ser feio pra quem estiver pensando que o Lula vai ser presidente! Kkkkkk #GloboLixo #BolsonaroNoJN… https://t.co/jkYHakUKan,1
1157,Bolsonaro,Mon Aug 22 23:59:35 +0000 2022,"Estou assistindo meu presidente no #GloboLixo para cima dele #presidenteBolsonaro 
#BolsonaroNoJN… https://t.co/XBj1aCE4LC",
1158,Bolsonaro,Mon Aug 22 23:59:34 +0000 2022,"@UOLNoticias Aqui no Bairro Grajaú-BH, o panelaço deu ruim 🤣🤣🤣🤣
#BolsonaroNoJN",
1159,Bolsonaro,Mon Aug 22 23:59:34 +0000 2022,"Renata: O que o Senhor pretende fazer para mudar a imagem do Brasil de destruidor de florestas?
Bolsonaro: A Aleman… https://t.co/2sz8XXDHj5",
1160,Bolsonaro,Mon Aug 22 23:59:34 +0000 2022,"Declaradamente, a entrevista com o diabo.
#ForaBolsonaro #BolsonaroNoJN #BolsonaroMentiroso https://t.co/5XUYcu3SiE",
1161,Bolsonaro,Mon Aug 22 23:59:33 +0000 2022,"Eles respondendo coisas da Europa pelo amor de Deus 
#BolsonaroNoJN",
1162,Bolsonaro,Mon Aug 22 23:59:33 +0000 2022,"Caraca,quanta narrativa velha,já resolvida,meu Deus do Céu !
Tá parecendo aquele quadro ""Retrospectiva"".
#BolsonaroNoJN",
1163,Bolsonaro,Mon Aug 22 23:59:33 +0000 2022,"Esse homem não responde uma pergunta pô, ele fala umas coisas nada haver com nada. 
Renata e Boner estão de parabén… https://t.co/jDbnTEG8ud",
1164,Bolsonaro,Mon Aug 22 23:59:33 +0000 2022,Pelo amor de Deus uma fono para o #BolsonaroNoJN tem ovo na boca !,
1165,Bolsonaro,Mon Aug 22 23:59:32 +0000 2022,"A globo fala tanto em respeito, e não respeita o fato de que o PRESIDENTE, deve ser chamado de presidente!  #BolsonaroNoJN",
1166,Bolsonaro,Mon Aug 22 23:59:32 +0000 2022,"“O oxigênio chegou em 2 dias a Manaus”, eu parei de assistir a entrevista aí… #BolsonaroNoJN #BolsonaroMentiroso",
1167,Bolsonaro,Mon Aug 22 23:59:32 +0000 2022,"Desmatamento na Amazônia foi maior nos governos FHC e Lula. #BolsonaroNoJN

https://t.co/zJdezr8O47",
1168,Bolsonaro,Mon Aug 22 23:59:32 +0000 2022,"A globolixo não representa um jornalismo imparcial
#BolsonaroNoJN #GloboLixo",
1169,Bolsonaro,Mon Aug 22 23:59:32 +0000 2022,"É uma vergonha pro Brasil ter esse ser na previdência do Brasil, vergonha demais. #BolsonaroNoJN",
1170,Bolsonaro,Mon Aug 22 23:59:32 +0000 2022,@mfriasoficial Sinceramente será que os brasileiros ainda dão credibilidade para esse tipo de jornalismo? Quero ver… https://t.co/hVOT2U796k,
1171,Bolsonaro,Mon Aug 22 23:59:32 +0000 2022,@duarteewerton37 Melhor cola do que cachaça. #BolsonaroNoJN,
1172,Bolsonaro,Mon Aug 22 23:59:32 +0000 2022,"Ele não se vc arrepende dessa aberração.
#BolsonaroNoJN 
#BolsonaroMentiroso https://t.co/xT0klua1Rd",
1173,Bolsonaro,Mon Aug 22 23:59:31 +0000 2022,"Sei que não é necessário mas vou esclarecer:

Os ribeirinhos não são culpados dos altos índices de queimadas na Amazônia #BolsonaroNoJN",
1174,Bolsonaro,Mon Aug 22 23:59:31 +0000 2022,@jornalnacional Fogo no parquinho #BolsonaroNoJN https://t.co/aLnvkCNBIW,
1175,Bolsonaro,Mon Aug 22 23:59:30 +0000 2022,"Desvia o assunto toda hora, que show de horrores,patético esse presidente de merda  #BolsonaroNoJN",
1176,Bolsonaro,Mon Aug 22 23:59:30 +0000 2022,Claramente bonner e Renata não sabem nada sobre os assuntos que estão abordando … Bolsonaro dando um show de conhec… https://t.co/zpedXaAarx,
1177,Bolsonaro,Mon Aug 22 23:59:30 +0000 2022,"Gente, NÃO façam memes engraçados c/ respostas do Bolsonaro, isso só ajuda ele. Compartilhem vídeos do que ele fala… https://t.co/bYRu64BTP0",0
1178,Bolsonaro,Mon Aug 22 23:59:29 +0000 2022,"Petiçao pro Bonner quebrar os dentes do bozo, quem apoia?  #ForaBolsonaro #BolsonaroNoJN #JornalNacional me: apoiadíssimo",
1179,Bolsonaro,Mon Aug 22 23:59:29 +0000 2022,Bolsonaro ta parecendo confuso sobrinho do pânico 🤣🤣🤣🤣 #BolsonaroNoJN,
1180,Bolsonaro,Mon Aug 22 23:59:29 +0000 2022,"até agora ele não respondeu NADA que perguntaram, apenas distorcendo todas as perguntas

#Eleições2022
#BolsonaroNoJN",
1181,Bolsonaro,Mon Aug 22 23:59:29 +0000 2022,"Bolsonaro não responde uma pergunta diretamente kkkkk, ainda diz que tudo é mentira
#JornalNacional #BolsonaroNoJN",
1182,Bolsonaro,Mon Aug 22 23:59:29 +0000 2022,"Que eu saiba Bolsonaro é presidente do Brasil, não da Alemanha ou de outros países europeus. Foge de perguntas culp… https://t.co/UHBPOvBERf",
1183,Bolsonaro,Mon Aug 22 23:59:29 +0000 2022,"@AnaPaulaVolei São imundos de mais, vergonhoso esse ""jornalismo"" militante e desesperado. #BolsonaroNoJN",
1184,Bolsonaro,Mon Aug 22 23:59:29 +0000 2022,@GuilhermeBoulos Não podemos assistir calados ao nosso país virar cinzas. As atitudes e palavras do governo Bolsona… https://t.co/UqZWp6YovJ,-1
1185,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,Começou a inventar números... E tá falando mais da Europa do que do Brasil #BolsonaroNoJN,
1186,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,Olha o Bolsonaro tem muita paciência na vida...PQP dois domesticados que são acostumados a omitir tantas  coisas no… https://t.co/r9G4c0cQ1U,
1187,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,"Muita paciência e espírito elevado pra suportar as provocações dessa dupla global canalha!!
#GloboLixo… https://t.co/XjDKxBL6tH",
1188,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,Manooo!!!QUE MERDA É ESSA QUE TÁ BOSTEJANDO SOBRE A AMAZÔNIA!!!😨😨😨🤬😡 #BolsonaroNoJN,
1189,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,"Daqui a pouco o Bolsonaro pro Bonner e pra Renata: 
#BolsonaroNoJN https://t.co/TyWS7f4WmY",
1190,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,Eu assistindo o Jornal Nacional hoje. #BolsonaroNoJN #BolsonaroMentiroso https://t.co/n9UQjC1tru,
1191,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,"Willian Bonner e Renata macetando o Bolsonaro kkkkk, tô amando!! #ForaBolsonaro #BolsonaroNoJN",
1192,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,"O que está escrito na mão do nosso ""digníssimo"" presidente Jair Bolsonaro? #BolsonaroNoJN",
1193,Bolsonaro,Mon Aug 22 23:59:28 +0000 2022,Gente o PRESIDENTE não está nem tendo possibilidade de expor seu ponto de vista 🫠. #GloboLixo #BolsonaroNoJN https://t.co/SplGqJyfNU,
1194,Bolsonaro,Mon Aug 22 23:59:27 +0000 2022,"Exemplo de que?? A cara desse homem não treme mesmo 
#BolsonaroNoJN #BolsonaroNoJornalNacional #JornalNacional",
1195,Bolsonaro,Mon Aug 22 23:59:27 +0000 2022,bolsonaro só fugindo de todas as perguntas e jogando pros problemas do mundo #BolsonaroNoJN #ForaBolsonaro,
1196,Bolsonaro,Mon Aug 22 23:59:27 +0000 2022,Bonner deveria deixar de lado a briga pessoal e ser profissional! Será que vai com esse ódio todo p cima do Lula??… https://t.co/ufI29VPAWl,-1
1197,Bolsonaro,Mon Aug 22 23:59:27 +0000 2022,O objetivo é cumprir a lei! #BolsonaroNoJN #BolsonaroReeleitoEm2022,
1198,Bolsonaro,Mon Aug 22 23:59:27 +0000 2022,"Bolsonaro cita outros países o tempo todo, foge de suas responsabilidades. NEM É HOMEM PRA ASSUMIR OS PRÓPRIOS BOs #BolsonaroNoJN",
1199,Bolsonaro,Mon Aug 22 23:59:27 +0000 2022,"Twitter dando piti e não permitindo postar durante a entrevista...
#BolsonaroNoJN",
1200,Bolsonaro,Mon Aug 22 23:59:27 +0000 2022,Sair da @JovemPanNews e dar entrevista fora do cercadinho é isso aí …. Melhor tomar chá de cloroquina para melhorar… https://t.co/OUnk9e5oNa,
1201,Bolsonaro,Mon Aug 22 23:59:26 +0000 2022,"Destruidor de florestas? É uma mentira.
- fala Bolsonaro
#BolsonaroNoJN",
1202,Bolsonaro,Mon Aug 22 23:59:26 +0000 2022,Entrevista em que o entrevistado não pode falar 🤣🤣🤣 #GloboLixo #BolsonaroNoJN,
1203,Bolsonaro,Mon Aug 22 23:59:26 +0000 2022,"o debate do mito é mt bom, a cada dia lembro do pq eu ter tirado o título #BolsonaroNoJN #BolsonaroReeleitoEm2022… https://t.co/u8Oi3vCZMi",
1204,Bolsonaro,Mon Aug 22 23:59:26 +0000 2022,Bolsonaro visivelmente irritado por ser questionado por uma mulher  segura e centrada  como Renata Vasconcelos é o… https://t.co/CMnLWlvee0,
1205,Bolsonaro,Mon Aug 22 23:59:25 +0000 2022,"Esse arrombado só sabe falar de outros países
#BolsonaroNoJN",
1206,Bolsonaro,Mon Aug 22 23:59:25 +0000 2022,"Kkkkk o Bonner pergunta e o Bolsonaro gagueja e o Bonner cai na risada kkkkkkk
#BolsonaroNoJN #bonner #Bolsonaro",
1207,Bolsonaro,Mon Aug 22 23:59:25 +0000 2022,"Força, Renata 😟😰 #BolsonaroNoJN",
1208,Bolsonaro,Mon Aug 22 23:59:25 +0000 2022,"E o debate tá rolando … 

#BolsonaroNoJN",
1209,Bolsonaro,Mon Aug 22 23:59:24 +0000 2022,"@AnaPaulaVolei Bonner Lixo, Renata Vasconcelos lixo.
#RIPGlobo
#BolsonaroNoJN",
1210,Bolsonaro,Mon Aug 22 23:59:24 +0000 2022,"Por qual propósito candidato? ""Cumprir a lei!"" Silêncio no estúdio... #BolsonaroNoJN #BolsonaroReeleitoEm2022",
1211,Bolsonaro,Mon Aug 22 23:59:24 +0000 2022,"Audiência às 20h48:📊

Globo #JN #BolsonaroNoJN 31.9
Record #JornalDaRecord 6.6
SBT #PolianaMoça 6.2
Band #FaustãoNaBand 2.3",
1212,Bolsonaro,Mon Aug 22 23:59:24 +0000 2022,Mano o cara não fala uma coisa que faz sentindo com a outra e segue e ninguém insiste nas perguntas e aí ele tá lá… https://t.co/LBt8r20hP9,
1213,Bolsonaro,Mon Aug 22 23:59:24 +0000 2022,"Não sabia q ia ser stand up mo JN KKKKKKKKKKKK 

#BolsonaroNoJN #BolsonaroMentiroso https://t.co/60EUX0tdBZ",
1214,Bolsonaro,Mon Aug 22 23:59:23 +0000 2022,Ódio desse homem #BolsonaroNoJN #ForaBolsonaro #bonner #MentirosoNoJN https://t.co/nNlFtNHuWL,
1215,Bolsonaro,Mon Aug 22 23:59:23 +0000 2022,Bonner e Renata estão emocionalmente desestabilizados. Bolsonaro está tranquilão. Deixem o homem falar que ele pass… https://t.co/vbdj1XaEL9,
1216,Bolsonaro,Mon Aug 22 23:59:23 +0000 2022,É triste ver o tipo de imprensa que temos hj no nosso país #GloboLixo #BolsonaroNoJN,
1217,Bolsonaro,Mon Aug 22 23:59:23 +0000 2022,"#BolsonaroNoJN, o cara de pau tá com cola na mão, bem quinta série...🤣🤣🤣",
1218,Bolsonaro,Mon Aug 22 23:59:23 +0000 2022,A Tchuchuca do Centrão já deu aula de língua portuguesa e agora está dando aula de geografia. #BolsonaroMentiroso… https://t.co/OvXMMF94Jz,
1219,Bolsonaro,Mon Aug 22 23:59:23 +0000 2022,Bolsonaro precisa entender que contra fatos não há argumentos. Tentando por como mentira os fatos. Internet tá aí g… https://t.co/TRMURLwGOu,
1220,Bolsonaro,Mon Aug 22 23:59:23 +0000 2022,"Coisas que a transmissão HD te proporciona: ver que o Bolsonaro tá acabado, nem um creminho na cara passou!… https://t.co/uJL9a2KiII",
1221,Bolsonaro,Mon Aug 22 23:59:22 +0000 2022,"Kkkkkkkkkkkkks uma pergunta pra Bolsonaro, ele : -Ahhh mais tal pais faz assim😂😂😂😂😂 #BolsonaroNoJN",
1222,Bolsonaro,Mon Aug 22 23:59:22 +0000 2022,"Porque não permitem o presidente falar do seu plano de governo?
#BolsonaroNoJN",
1223,Bolsonaro,Mon Aug 22 23:59:21 +0000 2022,As bolhas estão fervendo e enquanto isso minha mãe n tá entendendo nada da entrevista e até agora n teve nenhum ass… https://t.co/G3hRWjBzO6,
1224,Bolsonaro,Mon Aug 22 23:59:21 +0000 2022,Figura de linguagem ksksk🐊#BolsonaroNoJN,
1225,Bolsonaro,Mon Aug 22 23:59:21 +0000 2022,"Eu tô só esperando o Bonner soltar um ""MEU CÚ QUE TU FALOU ISSO FDP"" 
#BolsonaroNoJN",
1226,Bolsonaro,Mon Aug 22 23:59:21 +0000 2022,**Assistindo #BolsonaroNoJN ... https://t.co/4U5awwgRp5,
1227,Bolsonaro,Mon Aug 22 23:59:21 +0000 2022,A cara do bozo dps da pergunta da Renata na globo KKKKKKKKKK #GloboLixo #eleicao2022 #BolsonaroNoJN https://t.co/eJMdCWWvDi,
1228,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,"Só queria ter o autocontrole e a paciência do Bonner.
#JornalNacional #BolsonaroNoJN #LulaPresidente13  #LulaNo1ºTurno 
#BolsonaroMentiroso",
1229,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,"Vai lá Bolsonaro da o troco, fala da linguagem neutra adotada pelo governo da Argentina.
Hahahaha.
#BolsonaroNoJN",
1230,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,Jornal nacional reelegendo nosso presidente @jairbolsonaro !! Esperando os memes kkk #BolsonaroNoJN #BolsonaroReeleitoEm2022,
1231,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,Prolixo sonso filho da puta #BolsonaroNoJN,
1232,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,Vazou a colinha do mentiroso no JN. #BolsonaroNoJN https://t.co/kzPuSGQ7Qg,
1233,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,Recomendo que façam o mesmo. Não percam tempo com essa gente lunática.#BolsonaroMentiroso #ForaBolsonaro #MentirosoNoJN #BolsonaroNoJN,
1234,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,"@carloscezarcjr Vergonhosa é pouco
Por isso que só terão audiência até acabar a sabatina #GloboLixo #BolsonaroNoJN #BolsonaroReeleitoEm2022",
1235,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,"E eu sigo me perguntando, como é que esse cara foi eleito?! 
#BolsonaroNoJN
#BolsonaroNoJornalNacional",
1236,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,Um show de cinismo e trapaça. Não existe um pingo de humanidade nesse ser. O povo responderá nas urnas seu canalha.… https://t.co/KY6bcKmJ28,
1237,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,"A Renata Vasconcelos lacrando é simplesmente patético. O Bonner com risinhos de deboche... Que vergonha de jornalismo. 🤮🤢
#BolsonaroNoJN",
1238,Bolsonaro,Mon Aug 22 23:59:20 +0000 2022,"O MUNDO NÃO SABE NADA SOBRE O BRASIL, E O MUNDO NÃO SE RESUME HÁ UMA 1/2 dz DE ""ESPECIALISTAS"" SEM ROSTO E SEM NOME… https://t.co/mS67AW9Cv1",
1239,Bolsonaro,Mon Aug 22 23:59:19 +0000 2022,"Realidade não é o sonho do mundo
#BolsonaroNoJN",
1240,Bolsonaro,Mon Aug 22 23:59:19 +0000 2022,Kkkkk alguém que defende um trator 🚜 😅😅😅😂😂😂 meu fio cê sabe quanto tempo leva pra uma árvore crescer?!  #BolsonaroNoJN,
1241,Bolsonaro,Mon Aug 22 23:59:19 +0000 2022,"Quem quiser rever essa sabatina do #BolsonaroNoJN é só acessar o Xvideos, pq essa comida de rabo em rede nacional d… https://t.co/fciAe35429",
1242,Bolsonaro,Mon Aug 22 23:59:19 +0000 2022,Não vão citar o melhor índice de desemprego em meia década? #BolsonaroNoJN,
1243,Bolsonaro,Mon Aug 22 23:59:19 +0000 2022,"E presidente levou a cola na mão KKKKKKKKKKKKKKKKKKKKKK

#BolsonaroNoJN",0
1244,Bolsonaro,Mon Aug 22 23:59:19 +0000 2022,Eu no lugar da Renata Vasconcelos #BolsonaroNoJN #ForaBolsonaro #LulaNo1ºTurno #LulaPresidente13 https://t.co/WY5Iims6xS,
1245,Bolsonaro,Mon Aug 22 23:59:19 +0000 2022,"@putzgabst Quem entende o dialeto da dilmanta e a voz de exu do 9fingers, não consegue entender português mesmo.… https://t.co/3Uhq5wv0iD",
1246,Bolsonaro,Mon Aug 22 23:59:18 +0000 2022,"#BolsonaroNoJN MENTIROSO
#BolsonaroVagabundo",
1247,Bolsonaro,Mon Aug 22 23:59:18 +0000 2022,É visível a vontade de Bonner gritar que ele mente inverte e  dissimula #BolsonaroNoJN,
1248,Bolsonaro,Mon Aug 22 23:59:18 +0000 2022,"Se militante petista do Twitter tá percebendo as injustiças da Globo contra o Bolsonaro, imagina o cidadão comum ve… https://t.co/o3xm4oJa4X",
1249,Bolsonaro,Mon Aug 22 23:59:18 +0000 2022,4 anos foram muito pesados para a #GloboLixo mais 4 eles não aguentam #BolsonaroNoJN #BolsonaroReeleitoEm2022… https://t.co/LkuOlwVKbA,
1250,Bolsonaro,Mon Aug 22 23:59:17 +0000 2022,#BolsonaroNoJN   mostra seu total despreparado para ocupar aPresidência. Falta coragem para assumir o que fez ou pe… https://t.co/C4wvldUJDg,
1251,Bolsonaro,Mon Aug 22 23:59:17 +0000 2022,"Que sujeito despreparado! E como mente esse Bolsonaro!!
#jornalnacional
#BolsonaroNoJN 
#BolsonaroNaCadeia",
1252,Bolsonaro,Mon Aug 22 23:59:17 +0000 2022,"@PPReacaFla2 São dois lixos.
#BolsonaroNoJN",
1253,Bolsonaro,Mon Aug 22 23:59:17 +0000 2022,"Bonner é debochado ...não deixa o Presidente terminar de falar, ele quer a qualquer custo irritar o Presidente. Ren… https://t.co/bPCklqvDv4",
1254,Bolsonaro,Mon Aug 22 23:59:17 +0000 2022,"Gente que homem BURROOOOO
NÃO DÁ PRA MIM
#BolsonaroNoJN",
1255,Bolsonaro,Mon Aug 22 23:59:17 +0000 2022,#BolsonaroNoJN É difícil debater e entrevistar um mentiroso cara de pau! Mente que nem sente!!,
1256,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,Bonner e Renato com cara de bunda suja! #BolsonaroNoJN,
1257,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,#globo #bonner #Bolsonaro #BolsonaroNoJN essa é uma entrevista ou só vai ficar no passado. Não tem nada de novo. Is… https://t.co/PbCWf1zD6N,
1258,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,"Bonner e Vasconcellos citam fatos, estatísticas, mencionam falas sobre as quais há vasto registro e Bolsonaro simpl… https://t.co/jZ743t42CF",
1259,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,Aí ele mandou a real sobre o uso de combustível fóssil pela Europa #BolsonaroNoJN,
1260,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,A bancada do @jornalnacional tem o formato parecido com um prato. Acho que é pq estão jantando o bozo #BolsonaroNoJN,
1261,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,#BolsonaroNoJN com a cola na mão beira o ridiculo,-1
1262,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,pq diabos ele sempre jogar a culpa em outro lugar ??“pq na alemanha…”  #BolsonaroNoJN #ForaBolsonaro,
1263,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,"""NINGUÉM QUER DESTRUIR A FLORESTA DE LIVRE E ESPONTÂNEA VONTADE"" - MAS TB, AS FLORESTA FICA PROVOCANO

#BolsonaroNoJN",
1264,Bolsonaro,Mon Aug 22 23:59:16 +0000 2022,O Bolsonaro com cola na mão parece mais um estudante da sétima série doq um presidente da república #BolsonaroNoJN,
1265,Bolsonaro,Mon Aug 22 23:59:15 +0000 2022,"@sacoleiranarede Nem uma panelinha por aqui
#BolsonaroNoJN 
#GloboLixo",0
1266,Bolsonaro,Mon Aug 22 23:59:15 +0000 2022,"Gente Bolsonaro não dá não, cara é muito fraco… o cara não tem qualquer tipo de domínio sobre nenhum assunto!🤦🏾‍♂️
#BolsonaroNoJN",
1267,Bolsonaro,Mon Aug 22 23:59:15 +0000 2022,Engraçado: eles não o chamar de presidente e sim de candidato! Ele (AINDA) é Presidente do 🇧🇷 #JN #GloboLixo #BolsonaroNoJN,
1268,Bolsonaro,Mon Aug 22 23:59:15 +0000 2022,Ele é muito aleatório e não responde as perguntas que são feitas .. não dá pra defender kkk #ForaBolsonaro #BolsonaroNoJN,-1
1269,Bolsonaro,Mon Aug 22 23:59:15 +0000 2022,"BOLSONARO VAI TOMAR NO MEIO DO OLHO DO SEU CU, SEU MERDA, SEU LIXO, ASSASSINO, GENOCIDAAAAAAAAAAAAAAA #BolsonaroNoJN",
1270,Bolsonaro,Mon Aug 22 23:59:14 +0000 2022,"O que se tornou o “jornalismo” que vergonha, ainda bem que não me formei e faço parte dessa imundice!#BolsonaroNoJN",
1271,Bolsonaro,Mon Aug 22 23:59:14 +0000 2022,"""Energia Hidrogênio Verde""... Alguém entende o que esse cara tá falando ou ele está só jogando umas palavras aleató… https://t.co/qJWBLMkwmu",
1272,Bolsonaro,Mon Aug 22 23:59:14 +0000 2022,"Maravilhosaaaaaaaa
#renatavasconcelos 
#BolsonaroNoJN https://t.co/k5f5Yiq00n",
1273,Bolsonaro,Mon Aug 22 23:59:14 +0000 2022,#BolsonaroNoJN  como assim jacaré,
1274,Bolsonaro,Mon Aug 22 23:59:13 +0000 2022,ele só sabe ficar comparando com outro paises CE TA ONDE PORRA???? foda se os outros paises puta que pariu #BolsonaroNoJN,
1275,Bolsonaro,Mon Aug 22 23:59:13 +0000 2022,"Lixo #GloboLixo 

#BolsonaroNoJN 
#BolsonaroReeleitoEm2022 https://t.co/B600xBhpQS",
1276,Bolsonaro,Mon Aug 22 23:59:13 +0000 2022,"Bonner e Renata desrespeitam o Presidente. A GLOBO É UM GRANDE LIXO! 
#GloboLixo 
#BolsonaroNoJN",
1277,Bolsonaro,Mon Aug 22 23:59:13 +0000 2022,"Maranhão

#BolsonaroNoJN 
#BolsonaroNoJornalNacional",
1278,Bolsonaro,Mon Aug 22 23:59:12 +0000 2022,Definição perfeita #BolsonaroNoJN 🤭🤭 https://t.co/B6OzGD8TSd,
1279,Bolsonaro,Mon Aug 22 23:59:12 +0000 2022,"Renata, você é maravilhosa!!! 😂🧡#JornalNacional #BolsonaroNoJN https://t.co/CqAO6jUOWf",
